CustomerID,Recency_Days,Frequency,Monetary
13243.0,203.0,5,1278.04
13244.0,92.0,1,121.74
13245.0,50.0,2,989.22
13246.0,18.0,11,3277.68
13247.0,17.0,4,501.12
13248.0,124.0,2,465.68
13249.0,92.0,9,1608.93
13250.0,460.0,2,248.54
13251.0,402.0,1,252.68
13252.0,394.0,2,341.3
13253.0,156.0,4,2951.11
13254.0,376.0,1,51.410000000000004
13255.0,9.0,3,895.61
13257.0,436.0,1,117.95
13258.0,11.0,5,1035.18
13259.0,61.0,9,1433.38
13260.0,61.0,1,557.62
13261.0,268.0,2,944.1
13262.0,263.0,3,573.45
13263.0,1.0,39,8704.69
13264.0,442.0,1,722.5600000000001
13265.0,53.0,5,2107.66
13266.0,11.0,19,5965.3
13267.0,2.0,36,9512.210000000001
13268.0,17.0,11,3167.64
13269.0,1.0,28,8861.39
13270.0,366.0,1,1180.0
13271.0,37.0,1,178.26
13272.0,31.0,2,276.56
13273.0,113.0,1,138.98
13274.0,409.0,1,360.85
13275.0,383.0,2,241.66
13276.0,63.0,5,1918.56
13277.0,15.0,7,523.3
13278.0,40.0,4,1428.2
13279.0,78.0,1,126.30000000000001
13280.0,122.0,7,2297.13
13281.0,439.0,1,306.45
13282.0,18.0,4,1228.89
13283.0,59.0,4,373.36
13284.0,330.0,1,196.15
13285.0,23.0,6,3364.59
13286.0,600.0,1,734.91
13287.0,603.0,3,519.67
13288.0,443.0,5,892.16
13289.0,723.0,1,307.95
13291.0,155.0,11,3320.84
13292.0,38.0,5,987.79
13293.0,392.0,6,1180.34
13294.0,189.0,3,1689.53
13295.0,359.0,4,1058.02
13296.0,137.0,6,792.51
13297.0,7.0,7,4352.67
13298.0,1.0,1,360.0
13299.0,268.0,3,1173.3
13300.0,169.0,3,1267.21
13301.0,103.0,4,618.09
13302.0,155.0,2,159.2
13303.0,400.0,1,61.72
13304.0,351.0,4,1120.79
13305.0,4.0,16,3754.71
13306.0,430.0,1,53.65
13307.0,120.0,3,273.34
13308.0,22.0,4,1652.47
13309.0,7.0,6,1706.37
13310.0,28.0,5,1492.8
13311.0,4.0,2,598.57
13312.0,451.0,1,124.75
13313.0,22.0,12,3423.27
13314.0,1.0,3,578.66
13315.0,689.0,1,310.26
13316.0,37.0,10,12906.93
13317.0,66.0,19,6068.531
13318.0,1.0,3,640.76
13319.0,5.0,58,21706.09
13320.0,78.0,6,2160.95
13321.0,72.0,2,567.36
13322.0,17.0,1,199.48000000000002
13323.0,3.0,5,787.85
13324.0,36.0,18,10421.369999999999
13325.0,81.0,1,675.3
13326.0,432.0,1,281.76
13327.0,38.0,20,9741.03
13328.0,316.0,1,1308.48
13329.0,31.0,8,4977.0199999999995
13330.0,92.0,6,2806.18
13331.0,401.0,1,262.4
13332.0,14.0,1,350.9
13333.0,411.0,3,1015.74
13334.0,82.0,5,6257.0
13336.0,77.0,1,795.12
13337.0,546.0,1,1548.55
13338.0,157.0,4,2223.62
13339.0,200.0,1,860.12
13340.0,45.0,12,22100.56
13341.0,260.0,1,775.85
13343.0,177.0,1,303.93
13344.0,67.0,3,2543.72
13345.0,287.0,1,377.6
13346.0,462.0,6,299.4
13347.0,70.0,1,341.36
13348.0,64.0,1,233.76
13349.0,10.0,1,247.32
13350.0,16.0,2,910.72
13351.0,66.0,1,373.94
13352.0,60.0,1,389.28
13354.0,71.0,1,743.53
13355.0,122.0,1,674.7
13356.0,80.0,1,768.24
13357.0,257.0,5,3838.36
13358.0,268.0,1,439.03000000000003
13359.0,63.0,2,1001.96
13360.0,431.0,4,1464.1000000000001
13361.0,472.0,2,1450.5
13362.0,9.0,7,5357.57
13363.0,17.0,3,1723.86
13365.0,33.0,2,2164.32
13366.0,50.0,1,56.160000000000004
13367.0,431.0,1,510.2
13368.0,256.0,4,1086.1
13369.0,365.0,1,572.03
13370.0,371.0,1,1442.64
13371.0,505.0,2,2271.46
13372.0,89.0,1,378.64
13373.0,60.0,6,7587.1900000000005
13374.0,414.0,2,422.8
13375.0,88.0,2,1786.48
13376.0,99.0,3,1019.76
13377.0,396.0,2,1495.43
13379.0,26.0,3,572.56
13380.0,432.0,1,62.4
13381.0,31.0,12,8185.02
13382.0,280.0,5,1387.58
13383.0,543.0,1,305.28000000000003
13384.0,30.0,11,6635.09
13385.0,329.0,1,534.57
13386.0,414.0,2,835.46
13387.0,417.0,1,189.44
13388.0,131.0,3,1135.7
13389.0,11.0,3,797.96
13390.0,74.0,1,544.08
13391.0,203.0,1,59.8
13392.0,677.0,1,91.14
13393.0,583.0,4,1105.85
13394.0,1.0,19,6323.88
13395.0,185.0,3,1180.23
13396.0,29.0,2,1325.29
13397.0,72.0,10,3094.11
13398.0,192.0,2,670.34
13399.0,464.0,3,275.4
13400.0,582.0,1,300.93
13402.0,127.0,4,1535.13
13403.0,17.0,3,229.5
13404.0,1.0,2,252.48999999999998
13405.0,74.0,6,1196.561
13406.0,427.0,2,557.22
13407.0,578.0,3,2111.89
13408.0,1.0,106,50852.852
13410.0,24.0,9,2172.51
13411.0,107.0,1,213.55
13412.0,620.0,1,487.34999999999997
13413.0,639.0,6,345.8
13414.0,133.0,6,2482.24
13415.0,472.0,4,681.92
13416.0,43.0,3,940.8000000000001
13417.0,4.0,6,1593.89
13418.0,11.0,31,11916.16
13419.0,63.0,1,221.06
13420.0,149.0,2,140.35
13421.0,40.0,8,4088.82
13422.0,64.0,1,2601.55
13423.0,428.0,1,217.03
13424.0,449.0,1,557.92
13425.0,108.0,5,3375.9300000000003
13426.0,0.0,22,8076.76
13427.0,19.0,6,1006.53
13428.0,10.0,3,499.98
13429.0,10.0,4,1006.8
13430.0,18.0,2,648.6899999999999
13431.0,67.0,8,3289.2400000000002
13432.0,571.0,2,439.1
13433.0,501.0,4,656.87
13434.0,74.0,5,1666.8600000000001
13435.0,5.0,9,4459.83
13436.0,1.0,1,196.89
13437.0,14.0,7,3408.06
13438.0,547.0,1,46.5
13439.0,255.0,3,986.61
13440.0,423.0,7,1213.95
13441.0,91.0,2,720.9
13442.0,667.0,3,419.87
13443.0,448.0,6,1247.71
13444.0,374.0,2,631.6800000000001
13445.0,626.0,1,241.9
13446.0,430.0,11,3608.86
13447.0,23.0,3,1104.23
13448.0,16.0,13,8447.75
13449.0,23.0,1,291.88
13450.0,26.0,13,4117.54
13451.0,26.0,11,7119.97
13452.0,259.0,3,729.8
13453.0,165.0,3,758.99
13454.0,641.0,1,219.87
13455.0,24.0,6,2773.82
13456.0,17.0,6,1737.8200000000002
13457.0,688.0,2,143.27
13458.0,7.0,16,11850.62
13459.0,624.0,2,1160.4099999999999
13460.0,29.0,2,183.44
13461.0,38.0,6,4138.5
13462.0,252.0,5,1145.6
13464.0,58.0,6,3083.89
13465.0,446.0,2,931.12
13466.0,184.0,5,952.25
13467.0,10.0,2,1083.71
13468.0,1.0,72,13091.61
13469.0,653.0,1,82.4
13470.0,99.0,2,165.0
13471.0,1.0,4,2531.58
13472.0,463.0,2,592.24
13473.0,60.0,8,2410.98
13474.0,236.0,3,663.79
13475.0,191.0,4,1431.78
13476.0,178.0,5,1915.77
13477.0,37.0,11,2821.12
13478.0,469.0,5,2068.03
13479.0,200.0,4,808.5
13480.0,416.0,2,627.82
13481.0,45.0,11,3798.84
13482.0,232.0,2,336.09
13483.0,65.0,1,140.34
13484.0,241.0,3,767.32
13485.0,233.0,11,2957.92
13486.0,78.0,3,1122.41
13487.0,57.0,5,846.87
13488.0,17.0,23,15513.73
13489.0,105.0,4,449.52
13490.0,654.0,1,154.25
13491.0,51.0,27,4566.56
13492.0,136.0,3,1269.84
13493.0,275.0,2,618.63
13494.0,311.0,1,316.26000000000005
13495.0,7.0,10,5246.61
13496.0,10.0,2,617.93
13497.0,282.0,6,1266.33
13498.0,730.0,1,327.38
13499.0,17.0,5,1146.96
13500.0,23.0,4,1436.3
13501.0,288.0,3,2840.26
13502.0,16.0,5,774.6
13503.0,71.0,6,1793.54
13504.0,64.0,1,295.93
13505.0,72.0,4,4282.88
13506.0,316.0,5,1609.65
13507.0,3.0,4,2479.16
13508.0,243.0,2,287.05
13509.0,8.0,8,1114.72
13510.0,1.0,11,4488.39
13511.0,676.0,1,244.61
13512.0,260.0,4,713.39
13513.0,126.0,3,796.99
13514.0,73.0,4,815.9
13515.0,72.0,6,1265.82
13516.0,21.0,4,1685.26
13517.0,59.0,3,2109.07
13518.0,85.0,1,659.4399999999999
13519.0,78.0,2,331.26
13520.0,58.0,11,6680.65
13521.0,1.0,3,1093.65
13522.0,30.0,1,125.80000000000001
13523.0,33.0,6,4892.02
13524.0,40.0,5,680.1800000000001
13525.0,14.0,2,628.78
13526.0,738.0,2,942.6
13527.0,33.0,12,4650.04
13529.0,78.0,2,307.76
13530.0,634.0,1,402.97999999999996
13531.0,205.0,6,1738.52
13532.0,33.0,1,210.31
13533.0,182.0,3,270.79
13534.0,2.0,35,7324.5
13535.0,402.0,1,89.5
13536.0,1.0,7,3448.29
13537.0,425.0,2,717.85
13538.0,43.0,12,3112.73
13539.0,85.0,7,1531.26
13540.0,467.0,3,632.39
13541.0,427.0,2,717.9
13542.0,376.0,17,3970.77
13543.0,634.0,2,1439.61
13544.0,39.0,6,820.5
13545.0,390.0,2,347.35
13546.0,12.0,5,1092.14
13547.0,408.0,1,175.53
13548.0,96.0,3,908.99
13549.0,25.0,8,1003.72
13550.0,383.0,1,349.51
13551.0,319.0,2,244.2
13552.0,66.0,22,6618.63
13553.0,674.0,1,517.8
13554.0,380.0,7,1556.39
13555.0,73.0,13,8906.34
13556.0,429.0,2,200.82
13557.0,28.0,13,2980.08
13558.0,5.0,4,605.06
13559.0,512.0,2,990.0
13560.0,7.0,1,174.37
13561.0,215.0,11,1820.72
13562.0,81.0,8,4838.18
13563.0,84.0,2,777.53
13564.0,144.0,37,15786.72
13565.0,19.0,3,414.8
13566.0,40.0,5,1708.1200000000001
13567.0,428.0,4,1078.59
13568.0,173.0,1,192.85
13569.0,17.0,4,893.78
13570.0,243.0,1,239.49
13571.0,12.0,26,4546.54
13572.0,205.0,1,1384.25
13573.0,50.0,6,916.47
13574.0,411.0,1,421.25
13575.0,23.0,5,732.0699999999999
13576.0,10.0,28,11516.15
13577.0,25.0,11,3346.62
13578.0,409.0,1,147.66
13579.0,14.0,5,1535.84
13580.0,406.0,1,107.75
13581.0,309.0,2,280.53000000000003
13582.0,389.0,2,241.68
13583.0,155.0,2,1445.031
13584.0,306.0,3,347.15
13585.0,530.0,3,674.46
13586.0,541.0,1,131.53
13587.0,63.0,4,1308.1000000000001
13588.0,15.0,9,2445.12
13589.0,14.0,6,1120.74
13590.0,11.0,18,6298.29
13591.0,64.0,7,2081.19
13592.0,35.0,4,247.96
13593.0,108.0,14,5475.21
13594.0,52.0,2,508.42
13595.0,516.0,3,818.22
13596.0,5.0,2,697.04
13597.0,400.0,2,372.21
13598.0,47.0,5,776.84
13599.0,1.0,33,9790.34
13600.0,312.0,2,518.42
13601.0,45.0,4,1185.14
13602.0,64.0,4,1025.17
13603.0,26.0,1,164.34
13604.0,658.0,1,713.39
13605.0,387.0,2,522.67
13606.0,29.0,3,280.53999999999996
13607.0,40.0,2,1060.6100000000001
13608.0,540.0,1,236.2
13609.0,593.0,1,167.35
13610.0,12.0,14,2144.13
13611.0,89.0,10,3281.03
13612.0,632.0,1,777.79
13613.0,452.0,5,1039.8500000000001
13614.0,24.0,6,2359.19
13615.0,318.0,8,6212.2300000000005
13616.0,568.0,2,288.1
13617.0,40.0,8,1263.8
13618.0,173.0,1,177.34
13619.0,544.0,2,231.69
13620.0,528.0,1,112.34
13621.0,116.0,1,213.85
13622.0,696.0,1,651.45
13623.0,30.0,10,2446.36
13624.0,388.0,1,427.18
13625.0,596.0,1,301.26
13626.0,252.0,2,689.49
13627.0,59.0,7,2217.55
13628.0,676.0,1,310.14000000000004
13629.0,23.0,19,13370.86
13630.0,5.0,7,1995.68
13631.0,99.0,11,3021.77
13632.0,24.0,8,3634.7000000000003
13634.0,33.0,16,4519.55
13635.0,67.0,4,2948.22
13636.0,36.0,5,941.62
13637.0,52.0,3,810.5
13638.0,15.0,1,122.64
13639.0,74.0,2,1346.27
13640.0,611.0,1,405.0
13641.0,640.0,5,921.8199999999999
13642.0,215.0,4,501.97
13643.0,31.0,10,2112.17
13644.0,16.0,4,2597.52
13645.0,120.0,1,252.1
13646.0,399.0,2,323.3
13647.0,9.0,8,3063.78
13648.0,400.0,8,1679.01
13649.0,256.0,6,1678.88
13650.0,16.0,10,3098.5
13651.0,35.0,3,208.95
13652.0,45.0,5,2570.85
13653.0,487.0,1,152.2
13654.0,43.0,11,6308.0
13655.0,114.0,6,2259.3
13656.0,164.0,4,1053.35
13657.0,10.0,2,382.14
13658.0,9.0,9,5772.07
13659.0,205.0,12,4716.63
13660.0,400.0,1,303.69
13661.0,603.0,1,325.24
13662.0,85.0,11,2183.13
13663.0,179.0,5,2013.6100000000001
13665.0,386.0,3,1711.6599999999999
13666.0,60.0,5,127.89999999999999
13667.0,149.0,1,305.02
13668.0,2.0,35,12749.14
13669.0,50.0,3,413.55
13670.0,75.0,1,349.7
13671.0,394.0,1,194.95
13672.0,301.0,3,162.07000000000002
13673.0,18.0,2,396.92
13674.0,432.0,1,215.88
13675.0,151.0,2,486.82000000000005
13676.0,539.0,2,153.15
13677.0,404.0,2,556.1899999999999
13678.0,151.0,1,232.6
13679.0,493.0,3,281.26
13680.0,1.0,12,9915.56
13681.0,17.0,4,827.83
13682.0,187.0,1,59.5
13683.0,457.0,1,258.6
13684.0,285.0,4,546.52
13685.0,2.0,7,3119.44
13686.0,182.0,3,409.04
13687.0,438.0,1,11880.84
13688.0,635.0,1,375.5
13689.0,63.0,2,1259.5
13690.0,59.0,1,172.25
13691.0,396.0,1,212.78
13692.0,24.0,5,3016.4500000000003
13693.0,374.0,9,1948.32
13694.0,3.0,143,190825.52
13695.0,31.0,16,2770.73
13696.0,421.0,3,2008.7
13697.0,38.0,1,151.29999999999998
13698.0,596.0,2,465.53000000000003
13699.0,155.0,2,711.4
13700.0,26.0,13,2586.21
13701.0,446.0,1,159.55
13702.0,445.0,1,135.18
13703.0,318.0,2,99.5
13704.0,5.0,9,2295.31
13705.0,7.0,7,2035.33
13706.0,302.0,2,631.17
13707.0,267.0,5,3365.86
13708.0,271.0,1,296.88
13709.0,3.0,18,7512.81
13710.0,31.0,3,509.52
13711.0,218.0,9,1632.6100000000001
13712.0,246.0,2,766.42
13713.0,408.0,3,743.26
13714.0,465.0,1,161.35
13715.0,281.0,17,8438.34
13716.0,269.0,1,138.28
13717.0,32.0,8,1748.05
13718.0,246.0,2,306.55
13719.0,15.0,11,2815.25
13720.0,116.0,4,799.9
13721.0,36.0,2,741.54
13722.0,131.0,10,5629.16
13723.0,217.0,6,1209.2
13724.0,637.0,1,213.01
13725.0,49.0,8,1809.81
13726.0,38.0,2,1079.66
13727.0,28.0,8,1067.3
13728.0,36.0,16,2855.17
13729.0,435.0,3,676.43
13730.0,135.0,2,752.6
13731.0,219.0,2,610.59
13732.0,28.0,1,491.86
13733.0,410.0,2,484.53000000000003
13734.0,508.0,4,3451.2900000000004
13735.0,24.0,13,9472.81
13736.0,5.0,7,2715.01
13737.0,200.0,1,339.59999999999997
13738.0,396.0,1,440.93
13739.0,18.0,2,292.2
13740.0,240.0,5,1597.77
13741.0,71.0,3,666.33
13742.0,16.0,12,3102.42
13743.0,2.0,7,1340.1499999999999
13744.0,95.0,2,1156.36
13745.0,162.0,2,761.27
13746.0,413.0,1,176.69
13747.0,373.0,2,249.39999999999998
13748.0,95.0,9,2268.35
13750.0,53.0,11,3563.6
13751.0,288.0,1,296.25
13752.0,124.0,7,1590.73
13753.0,287.0,4,2094.57
13754.0,151.0,3,447.05
13755.0,3.0,9,2154.68
13756.0,2.0,23,9147.2
13757.0,674.0,1,195.55
13758.0,11.0,15,9263.14
13759.0,33.0,2,659.41
13760.0,54.0,5,1358.64
13761.0,50.0,6,1952.17
13762.0,218.0,5,2165.76
13763.0,63.0,3,5181.99
13764.0,70.0,6,2953.26
13765.0,653.0,1,352.821
13766.0,495.0,1,190.35
13767.0,2.0,73,35115.68
13768.0,726.0,2,758.07
13769.0,2.0,20,5766.63
13770.0,422.0,4,785.37
13771.0,64.0,9,5726.07
13772.0,33.0,8,3094.72
13773.0,396.0,2,301.54
13774.0,81.0,1,345.0
13775.0,590.0,1,1049.66
13777.0,0.0,61,56016.57
13778.0,103.0,4,1116.54
13779.0,515.0,1,161.13
13780.0,7.0,3,735.82
13781.0,250.0,3,770.88
13782.0,12.0,13,1785.77
13783.0,487.0,4,1542.09
13784.0,9.0,14,2897.18
13785.0,428.0,4,542.49
13786.0,367.0,6,2736.41
13787.0,75.0,6,1173.7
13788.0,505.0,1,3.75
13789.0,388.0,1,239.45999999999998
13790.0,4.0,1,348.8
13791.0,127.0,2,1047.68
13792.0,66.0,3,383.95
13793.0,646.0,1,96.0
13794.0,546.0,1,126.03
13795.0,388.0,4,836.3
13796.0,499.0,1,289.7
13797.0,436.0,3,1168.45
13798.0,1.0,110,73573.47
13799.0,116.0,9,2039.82
13800.0,309.0,3,1679.56
13801.0,66.0,1,324.8
13802.0,138.0,19,25491.56
13803.0,255.0,3,1319.1100000000001
13804.0,30.0,9,3208.52
13805.0,52.0,2,924.6
13806.0,63.0,1,256.38
13807.0,367.0,3,509.9
13808.0,5.0,5,1747.66
13809.0,305.0,3,679.7
13810.0,28.0,3,899.51
13811.0,183.0,3,591.75
13812.0,42.0,3,539.0
13813.0,39.0,8,2686.42
13814.0,92.0,3,2239.07
13815.0,22.0,8,7285.79
13816.0,23.0,2,555.04
13817.0,29.0,2,382.98
13818.0,429.0,1,61.28
13819.0,301.0,6,2631.1
13820.0,418.0,3,640.4
13821.0,144.0,6,1387.03
13822.0,5.0,2,632.0
13823.0,18.0,7,3358.55
13824.0,32.0,12,3273.36
13825.0,621.0,2,255.59
13826.0,176.0,1,174.65
13827.0,57.0,3,412.05
13828.0,22.0,1,209.49
13830.0,581.0,1,135.95000000000002
13831.0,16.0,18,7009.179999999999
13832.0,19.0,2,602.4399999999999
13833.0,159.0,2,701.36
13834.0,576.0,2,247.89
13835.0,25.0,7,1044.82
13836.0,399.0,2,602.52
13837.0,211.0,2,271.24
13838.0,5.0,10,1966.09
13839.0,486.0,1,139.95000000000002
13840.0,416.0,1,651.4
13841.0,252.0,1,85.0
13842.0,58.0,18,5604.96
13843.0,381.0,1,319.75
13844.0,11.0,1,361.62
13845.0,64.0,1,312.98
13846.0,24.0,4,1290.34
13847.0,719.0,1,310.72
13848.0,92.0,8,3335.0
13849.0,51.0,5,3443.8
13850.0,129.0,1,1586.81
13851.0,95.0,8,4516.76
13852.0,610.0,1,170.45000000000002
13853.0,57.0,1,1056.94
13854.0,8.0,39,12158.21
13855.0,500.0,4,1253.94
13856.0,168.0,11,1058.88
13857.0,393.0,6,997.11
13858.0,57.0,1,216.17
13859.0,326.0,2,515.86
13860.0,1.0,5,1240.0
13861.0,429.0,2,251.31
13862.0,18.0,9,2534.04
13863.0,247.0,4,1217.63
13864.0,386.0,1,662.4000000000001
13865.0,58.0,4,501.56
13866.0,74.0,1,145.67000000000002
13867.0,31.0,3,1015.29
13868.0,7.0,2,3192.54
13869.0,123.0,10,8111.57
13870.0,2.0,15,5689.84
13871.0,22.0,17,7804.95
13872.0,527.0,3,891.32
13873.0,119.0,8,1031.02
13874.0,358.0,7,1989.2
13875.0,53.0,14,4814.37
13876.0,63.0,1,122.7
13877.0,86.0,3,446.33
13878.0,54.0,4,2473.06
13879.0,645.0,1,395.5
13880.0,21.0,17,4391.66
13881.0,3.0,43,44392.5
13882.0,2.0,5,1131.28
13883.0,10.0,15,6342.74
13884.0,7.0,10,1852.38
13885.0,189.0,2,506.8
13886.0,71.0,1,243.56
13887.0,204.0,1,349.55
13888.0,119.0,7,2169.05
13889.0,92.0,6,1855.73
13890.0,1.0,14,2858.73
13891.0,378.0,3,863.5600000000001
13892.0,26.0,6,1267.6499999999999
13893.0,297.0,1,821.1
13894.0,23.0,3,535.97
13895.0,28.0,6,3923.62
13896.0,625.0,1,388.55
13897.0,50.0,3,1160.72
13898.0,325.0,2,686.4
13899.0,16.0,2,388.52
13900.0,183.0,6,1608.09
13901.0,72.0,15,5599.34
13902.0,632.0,5,30411.26
13903.0,400.0,1,165.45000000000002
13904.0,37.0,2,332.64
13905.0,732.0,1,244.45000000000002
13906.0,409.0,1,42.0
13907.0,691.0,1,136.8
13908.0,79.0,4,2347.05
13909.0,423.0,2,286.6
13911.0,57.0,20,4200.04
13912.0,423.0,1,124.95
13913.0,506.0,1,42.22
13914.0,11.0,2,613.95
13915.0,394.0,1,31.200000000000003
13916.0,463.0,4,1260.51
13917.0,49.0,2,272.04
13918.0,49.0,2,1212.8400000000001
13919.0,59.0,4,1326.03
13920.0,431.0,4,1734.88
13921.0,402.0,4,720.75
13922.0,351.0,3,824.7
13923.0,53.0,1,351.13
13924.0,1.0,6,1682.08
13925.0,92.0,4,616.65
13926.0,23.0,1,223.85000000000002
13927.0,74.0,2,689.96
13928.0,10.0,4,464.57
13929.0,169.0,11,3318.1
13930.0,57.0,2,337.34
13931.0,95.0,11,5250.78
13932.0,294.0,1,307.4
13933.0,109.0,2,608.7900000000001
13934.0,263.0,1,922.1
13935.0,596.0,3,6116.92
13936.0,179.0,3,924.36
13937.0,169.0,2,867.38
13938.0,35.0,1,71.66
13939.0,23.0,7,1533.66
13940.0,17.0,4,839.14
13941.0,21.0,15,10846.15
13942.0,534.0,1,320.0
13943.0,577.0,1,246.54
13944.0,653.0,1,200.43
13945.0,394.0,2,854.15
13946.0,79.0,6,1745.43
13947.0,65.0,1,90.6
13948.0,360.0,4,536.86
13949.0,2.0,6,2427.32
13950.0,11.0,4,728.56
13951.0,176.0,3,674.45
13952.0,217.0,14,12790.891
13953.0,7.0,12,6640.68
13954.0,1.0,2,378.59
13955.0,154.0,3,545.17
13956.0,5.0,5,1026.42
13957.0,417.0,3,458.25
13958.0,379.0,8,4402.33
13959.0,79.0,6,1076.18
13960.0,21.0,2,230.22
13961.0,392.0,1,498.7
13962.0,21.0,3,362.8
13963.0,308.0,17,2899.62
13964.0,387.0,2,421.9
13965.0,476.0,3,777.66
13966.0,435.0,1,390.86
13967.0,145.0,2,166.3
13968.0,423.0,1,123.66
13969.0,7.0,35,13212.77
13970.0,386.0,2,846.55
13971.0,18.0,14,4593.83
13972.0,70.0,2,190.25
13973.0,287.0,1,264.7
13974.0,49.0,2,663.52
13975.0,31.0,12,5327.29
13976.0,206.0,4,1192.3600000000001
13977.0,411.0,1,519.8100000000001
13978.0,14.0,2,196.79000000000002
13979.0,73.0,7,3326.83
13980.0,60.0,5,753.12
13981.0,415.0,1,327.39
13982.0,39.0,9,4418.79
13983.0,29.0,21,6993.41
13984.0,26.0,12,1616.12
13985.0,4.0,22,9982.31
13986.0,17.0,1,320.46
13987.0,379.0,2,682.54
13988.0,19.0,8,4708.64
13989.0,65.0,5,2026.06
13990.0,213.0,1,311.3
13991.0,12.0,6,850.63
13992.0,30.0,3,219.5
13993.0,42.0,19,6690.36
13994.0,3.0,6,2313.14
13995.0,15.0,14,3836.26
13996.0,386.0,2,895.7600000000001
13997.0,519.0,3,382.31
13998.0,446.0,3,566.7
13999.0,10.0,29,9438.01
14000.0,211.0,5,1877.5900000000001
14001.0,45.0,9,4517.34
14002.0,134.0,2,529.73
14003.0,732.0,1,209.41
14004.0,43.0,11,6258.45
14005.0,9.0,5,2874.72
14006.0,115.0,7,2196.67
14007.0,512.0,1,79.48
14008.0,432.0,1,493.74
14009.0,198.0,3,1090.23
14010.0,565.0,2,288.09999999999997
14011.0,480.0,2,451.91999999999996
14012.0,277.0,1,328.8
14013.0,110.0,5,1006.22
14014.0,77.0,3,1948.21
14015.0,52.0,1,917.34
14016.0,161.0,11,11379.71
14017.0,571.0,1,229.75
14018.0,645.0,1,367.15000000000003
14019.0,46.0,3,1398.96
14020.0,16.0,4,1213.26
14021.0,155.0,7,1716.58
14022.0,225.0,2,792.15
14023.0,7.0,2,584.07
14024.0,121.0,3,645.74
14025.0,464.0,8,3969.1
14026.0,470.0,2,713.11
14027.0,60.0,1,104.82
14028.0,550.0,3,3175.5
14029.0,63.0,2,467.66
14030.0,18.0,20,8145.59
14031.0,7.0,44,38025.97
14032.0,2.0,16,4786.07
14033.0,555.0,1,109.44
14034.0,22.0,3,512.02
14035.0,28.0,9,2852.47
14036.0,284.0,1,626.65
14037.0,176.0,6,755.95
14038.0,78.0,5,3000.93
14039.0,33.0,2,267.28000000000003
14040.0,40.0,35,12457.84
14041.0,266.0,1,141.41
14042.0,725.0,1,431.98
14043.0,491.0,2,301.3
14044.0,26.0,10,3106.15
14045.0,109.0,16,9660.63
14046.0,284.0,1,154.99
14047.0,8.0,14,4158.7300000000005
14048.0,305.0,3,713.89
14049.0,16.0,13,13064.03
14050.0,31.0,2,746.36
14051.0,0.0,37,22104.5
14052.0,19.0,2,480.81
14053.0,124.0,4,572.3
14054.0,65.0,1,92.46
14055.0,106.0,3,1520.96
14056.0,1.0,23,8124.4
14057.0,23.0,22,8338.28
14058.0,462.0,2,469.19
14059.0,266.0,1,183.6
14060.0,4.0,30,9503.14
14061.0,507.0,3,917.43
14062.0,9.0,24,25434.83
14064.0,29.0,15,3039.75
14065.0,389.0,3,889.37
14066.0,266.0,1,152.55
14067.0,63.0,2,374.7
14068.0,320.0,4,1504.97
14069.0,514.0,2,230.06
14070.0,684.0,1,326.55
14071.0,3.0,8,1307.41
14072.0,666.0,1,390.85
14073.0,32.0,1,139.54
14074.0,623.0,1,219.4
14075.0,4.0,6,1734.87
14076.0,129.0,1,122.47
14077.0,40.0,6,615.08
14078.0,101.0,9,1692.6299999999999
14079.0,124.0,2,618.73
14080.0,32.0,5,1075.73
14081.0,302.0,10,5250.05
14082.0,364.0,2,413.36
14083.0,4.0,11,1407.26
14084.0,512.0,1,150.5
14085.0,2.0,33,10092.22
14086.0,462.0,1,39.95
14087.0,2.0,3,803.47
14088.0,10.0,16,62400.02
14089.0,56.0,1,161.0
14090.0,324.0,1,76.32000000000001
14091.0,654.0,2,9530.08
14092.0,7.0,24,7209.74
14093.0,12.0,1,442.85
14094.0,439.0,1,334.27
14095.0,722.0,1,2.95
14096.0,4.0,17,57120.909999999996
14097.0,481.0,2,422.86
14098.0,36.0,1,147.35
14099.0,16.0,20,5700.51
14100.0,137.0,1,194.9
14101.0,73.0,13,9942.13
14102.0,5.0,5,1314.73
14104.0,154.0,5,771.58
14105.0,239.0,5,5703.9800000000005
14106.0,737.0,1,214.79999999999998
14107.0,51.0,11,4853.7
14108.0,30.0,4,1041.21
14109.0,72.0,1,80.2
14110.0,3.0,33,12957.6
14111.0,14.0,4,688.6
14112.0,22.0,13,5524.51
14113.0,3.0,16,6156.75
14114.0,273.0,7,1364.09
14115.0,501.0,2,622.6700000000001
14116.0,19.0,5,1382.74
14117.0,143.0,1,90.0
14118.0,428.0,1,458.45
14119.0,375.0,2,163.47
14121.0,3.0,4,2740.3
14122.0,406.0,3,309.77
14123.0,733.0,1,436.18
14124.0,84.0,1,419.58
14125.0,10.0,3,2740.43
14126.0,7.0,4,1109.96
14127.0,122.0,6,1900.0800000000002
14128.0,60.0,3,909.36
14129.0,1.0,9,2591.34
14130.0,319.0,4,1882.67
14131.0,648.0,1,187.87
14132.0,2.0,11,3580.13
14133.0,129.0,4,895.84
14134.0,382.0,15,11123.35
14135.0,1.0,24,9605.05
14136.0,400.0,5,1553.96
14137.0,695.0,1,294.1
14138.0,1.0,2,982.3800000000001
14139.0,46.0,4,1086.8
14140.0,3.0,2,920.05
14141.0,2.0,4,879.0300000000001
14142.0,373.0,2,967.75
14143.0,133.0,1,115.8
